[10/7/25 02:20PM] UPGRADED : Fire cape, id: 6570, amount: 1 --into-- Grime Wings, id: 4411, amount: 1	
[10/7/25 03:26PM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/7/25 03:26PM] UPGRADED : Sagittarian chaps, id: 17339, amount: 1 --into-- Kree'arra chainskirt, id: 18800, amount: 1	
[10/7/25 03:26PM] UPGRADED : Sagittarian chaps, id: 17339, amount: 1 --into-- Kree'arra chainskirt, id: 18800, amount: 1	
[10/7/25 03:26PM] UPGRADED : Sagittarian chaps, id: 17339, amount: 1 --into-- Kree'arra chainskirt, id: 18800, amount: 1	
[10/7/25 03:27PM] UPGRADED : Kree'arra chainskirt, id: 18800, amount: 1 --into-- Pernix chaps, id: 6932, amount: 1	
[10/7/25 03:27PM] UPGRADED : Kree'arra chainskirt, id: 18800, amount: 1 --into-- Pernix chaps, id: 6932, amount: 1	
[10/7/25 03:27PM] UPGRADED : Exotic helmet, id: 13996, amount: 1 --into-- Paladins helmet, id: 6927, amount: 1	
[10/7/25 03:27PM] UPGRADED : Kree'arra helmet, id: 18834, amount: 1 --into-- Pernix cowl, id: 6930, amount: 1	
[10/7/25 03:27PM] UPGRADED : Kree'arra helmet, id: 18834, amount: 1 --into-- Pernix cowl, id: 6930, amount: 1	
[10/7/25 03:27PM] UPGRADED : Kree'arra helmet, id: 18834, amount: 1 --into-- Pernix cowl, id: 6930, amount: 1	
[10/7/25 03:28PM] UPGRADED : Boss gloves, id: 3905, amount: 1 --into-- Avalon gloves, id: 8812, amount: 1	
[10/7/25 03:28PM] UPGRADED : Boss gloves, id: 3905, amount: 1 --into-- Avalon gloves, id: 8812, amount: 1	
[10/7/25 03:28PM] UPGRADED : Boss gloves, id: 3905, amount: 1 --into-- Avalon gloves, id: 8812, amount: 1	
[10/7/25 03:28PM] UPGRADED : Boss gloves, id: 3905, amount: 1 --into-- Avalon gloves, id: 8812, amount: 1	
[10/7/25 03:28PM] UPGRADED : Boss gloves, id: 3905, amount: 1 --into-- Avalon gloves, id: 8812, amount: 1	
[10/7/25 03:28PM] UPGRADED : Boss gloves, id: 3905, amount: 1 --into-- Avalon gloves, id: 8812, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/7/25 03:30PM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/7/25 03:30PM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/7/25 03:30PM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/7/25 03:30PM] UPGRADED : Abyssal whip, id: 4151, amount: 1 --into-- Noxious tentacle, id: 18686, amount: 1	
[10/7/25 03:30PM] UPGRADED : Abyssal whip, id: 4151, amount: 1 --into-- Noxious tentacle, id: 18686, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:30PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:31PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:31PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:31PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:31PM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 03:31PM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 03:31PM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 03:31PM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 03:31PM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 03:31PM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 03:31PM] UPGRADED : Exotic chainbody, id: 13913, amount: 1 --into-- Paladins platebody, id: 6928, amount: 1	
[10/7/25 03:31PM] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/7/25 03:31PM] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/7/25 03:31PM] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/7/25 03:31PM] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/7/25 03:31PM] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/7/25 03:31PM] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/7/25 03:31PM] UPGRADED : Shetani legs, id: 19138, amount: 1 --into-- Virtus robe legs, id: 6935, amount: 1	
[10/7/25 03:32PM] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/7/25 03:32PM] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/7/25 03:32PM] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/7/25 03:32PM] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/7/25 03:32PM] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/7/25 03:32PM] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/7/25 03:32PM] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/7/25 03:32PM] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/7/25 03:32PM] UPGRADED : Virtus robe top, id: 6934, amount: 1 --into-- Ganopurp robe top, id: 8807, amount: 1	
[10/7/25 03:32PM] UPGRADED : Virtus robe top, id: 6934, amount: 1 --into-- Ganopurp robe top, id: 8807, amount: 1	
[10/7/25 03:32PM] UPGRADED : Virtus robe top, id: 6934, amount: 1 --into-- Ganopurp robe top, id: 8807, amount: 1	
[10/7/25 03:32PM] UPGRADED : Virtus mask, id: 6933, amount: 1 --into-- Ganopurp mask, id: 8806, amount: 1	
[10/7/25 03:32PM] UPGRADED : Virtus mask, id: 6933, amount: 1 --into-- Ganopurp mask, id: 8806, amount: 1	
[10/7/25 03:32PM] UPGRADED : Virtus mask, id: 6933, amount: 1 --into-- Ganopurp mask, id: 8806, amount: 1	
[10/8/25 11:00AM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/8/25 11:00AM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/8/25 11:00AM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/8/25 11:00AM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/8/25 11:00AM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/8/25 11:00AM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/8/25 11:00AM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/8/25 11:00AM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/8/25 11:00AM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/8/25 11:00AM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/8/25 11:00AM] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/8/25 11:00AM] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/8/25 11:00AM] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/8/25 11:00AM] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/8/25 11:00AM] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/8/25 11:01AM] UPGRADED : Brutal staff, id: 6936, amount: 1 --into-- Ganopurp staff, id: 8809, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:08AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:10AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:10AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:10AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:10AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:10AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:10AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:10AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:10AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:10AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:10AM] UPGRADED : Exotic chainbody, id: 13913, amount: 1 --into-- Paladins platebody, id: 6928, amount: 1	
[10/8/25 11:10AM] UPGRADED : Exotic chainbody, id: 13913, amount: 1 --into-- Paladins platebody, id: 6928, amount: 1	
[10/8/25 11:10AM] UPGRADED : Exotic chainbody, id: 13913, amount: 1 --into-- Paladins platebody, id: 6928, amount: 1	
[10/8/25 11:10AM] UPGRADED : Exotic chainbody, id: 13913, amount: 1 --into-- Paladins platebody, id: 6928, amount: 1	
[10/8/25 11:10AM] UPGRADED : Exotic chainbody, id: 13913, amount: 1 --into-- Paladins platebody, id: 6928, amount: 1	
[10/8/25 11:11AM] UPGRADED : Exotic platelegs, id: 13919, amount: 1 --into-- Paladins platelegs, id: 6929, amount: 1	
[10/8/25 11:11AM] UPGRADED : Exotic platelegs, id: 13919, amount: 1 --into-- Paladins platelegs, id: 6929, amount: 1	
[10/8/25 11:11AM] UPGRADED : Exotic platelegs, id: 13919, amount: 1 --into-- Paladins platelegs, id: 6929, amount: 1	
[10/8/25 11:11AM] UPGRADED : Exotic helmet, id: 13996, amount: 1 --into-- Paladins helmet, id: 6927, amount: 1	
[10/8/25 11:11AM] UPGRADED : Exotic helmet, id: 13996, amount: 1 --into-- Paladins helmet, id: 6927, amount: 1	
[10/8/25 11:11AM] UPGRADED : Exotic helmet, id: 13996, amount: 1 --into-- Paladins helmet, id: 6927, amount: 1	
[10/8/25 11:11AM] UPGRADED : Paladins helmet, id: 6927, amount: 1 --into-- Shikruu full helm, id: 8800, amount: 1	
[10/8/25 11:11AM] UPGRADED : Paladins platebody, id: 6928, amount: 1 --into-- Shikruu platebody, id: 8801, amount: 1	
[10/8/25 11:11AM] UPGRADED : Paladins platebody, id: 6928, amount: 1 --into-- Shikruu platebody, id: 8801, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian chaps, id: 17339, amount: 1 --into-- Kree'arra chainskirt, id: 18800, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian chaps, id: 17339, amount: 1 --into-- Kree'arra chainskirt, id: 18800, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian chaps, id: 17339, amount: 1 --into-- Kree'arra chainskirt, id: 18800, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian chaps, id: 17339, amount: 1 --into-- Kree'arra chainskirt, id: 18800, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian chaps, id: 17339, amount: 1 --into-- Kree'arra chainskirt, id: 18800, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian chaps, id: 17339, amount: 1 --into-- Kree'arra chainskirt, id: 18800, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagittarian body, id: 17193, amount: 1 --into-- Kree'arra chestplate, id: 18801, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagitarian coif, id: 3751, amount: 1 --into-- Kree'arra helmet, id: 18834, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagitarian coif, id: 3751, amount: 1 --into-- Kree'arra helmet, id: 18834, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagitarian coif, id: 3751, amount: 1 --into-- Kree'arra helmet, id: 18834, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagitarian coif, id: 3751, amount: 1 --into-- Kree'arra helmet, id: 18834, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagitarian coif, id: 3751, amount: 1 --into-- Kree'arra helmet, id: 18834, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagitarian coif, id: 3751, amount: 1 --into-- Kree'arra helmet, id: 18834, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagitarian coif, id: 3751, amount: 1 --into-- Kree'arra helmet, id: 18834, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagitarian coif, id: 3751, amount: 1 --into-- Kree'arra helmet, id: 18834, amount: 1	
[10/8/25 11:13AM] UPGRADED : Sagitarian coif, id: 3751, amount: 1 --into-- Kree'arra helmet, id: 18834, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age full helmet, id: 10350, amount: 1 --into-- Exotic helmet, id: 13996, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platebody, id: 10348, amount: 1 --into-- Exotic chainbody, id: 13913, amount: 1	
[10/8/25 11:16AM] UPGRADED : Third-age platelegs, id: 10346, amount: 1 --into-- Exotic platelegs, id: 13919, amount: 1	
