[10/7/25 08:05AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 08:16AM] UPGRADED : Sorrow bow, id: 20173, amount: 1 --into-- Blast bow, id: 22083, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:40AM] UPGRADED : Grime necklace, id: 19887, amount: 1 --into-- Webby necklace, id: 17291, amount: 1	
[10/7/25 11:40AM] UPGRADED : Grime necklace, id: 19887, amount: 1 --into-- Webby necklace, id: 17291, amount: 1	
[10/7/25 11:40AM] UPGRADED : Grime necklace, id: 19887, amount: 1 --into-- Webby necklace, id: 17291, amount: 1	
[10/7/25 11:40AM] UPGRADED : Grime necklace, id: 19887, amount: 1 --into-- Webby necklace, id: 17291, amount: 1	
[10/7/25 11:40AM] UPGRADED : Grime necklace, id: 19887, amount: 1 --into-- Webby necklace, id: 17291, amount: 1	
[10/7/25 11:40AM] UPGRADED : Grime necklace, id: 19887, amount: 1 --into-- Webby necklace, id: 17291, amount: 1	
[10/7/25 11:40AM] UPGRADED : Webby necklace, id: 17291, amount: 1 --into-- Wing kiteshield, id: 19749, amount: 1	
[10/7/25 11:40AM] UPGRADED : Webby necklace, id: 17291, amount: 1 --into-- Wing kiteshield, id: 19749, amount: 1	
[10/7/25 11:40AM] UPGRADED : Webby necklace, id: 17291, amount: 1 --into-- Wing kiteshield, id: 19749, amount: 1	
[10/7/25 11:40AM] UPGRADED : Webby necklace, id: 17291, amount: 1 --into-- Wing kiteshield, id: 19749, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Tanker shield, id: 12933, amount: 1 --into-- Grime necklace, id: 19887, amount: 1	
[10/7/25 11:41AM] UPGRADED : Grime necklace, id: 19887, amount: 1 --into-- Webby necklace, id: 17291, amount: 1	
[10/7/25 11:41AM] UPGRADED : Grime necklace, id: 19887, amount: 1 --into-- Webby necklace, id: 17291, amount: 1	
[10/7/25 11:41AM] UPGRADED : Grime necklace, id: 19887, amount: 1 --into-- Webby necklace, id: 17291, amount: 1	
[10/7/25 11:41AM] UPGRADED : Grime necklace, id: 19887, amount: 1 --into-- Webby necklace, id: 17291, amount: 1	
[10/7/25 11:41AM] UPGRADED : Webby necklace, id: 17291, amount: 1 --into-- Wing kiteshield, id: 19749, amount: 1	
[10/7/25 11:41AM] UPGRADED : Webby necklace, id: 17291, amount: 1 --into-- Wing kiteshield, id: 19749, amount: 1	
[10/7/25 11:41AM] UPGRADED : Wing kiteshield, id: 19749, amount: 1 --into-- Art's defender, id: 8329, amount: 1	
[10/7/25 11:41AM] UPGRADED : Wing kiteshield, id: 19749, amount: 1 --into-- Art's defender, id: 8329, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/7/25 11:43AM] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
