[10/10/25 11:16PM] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Blayko	
[10/11/25 08:23AM] Player picked up item: PVM ticket, id: 5022, amount: 1, owner: Blayko	
[10/11/25 08:23AM] Player picked up item: Chilling gloves, id: 12864, amount: 1, owner: Blayko	
[10/11/25 08:23AM] Player picked up item: Crystal key, id: 989, amount: 1, owner: Blayko	
[10/11/25 08:33AM] Player picked up item: Global ticket, id: 23229, amount: 1, owner: Blayko	
[10/11/25 08:33AM] Player picked up item: Levincia tokens, id: 12855, amount: 5000, owner: Blayko	
[10/11/25 08:33AM] Player picked up item: PVM ticket, id: 5022, amount: 1000, owner: Blayko	
[10/11/25 08:33AM] Player picked up item: Crystal key, id: 989, amount: 2, owner: Blayko	
[10/11/25 10:10PM] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: Blayko	
[10/11/25 10:10PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: Blayko	
[10/11/25 10:10PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: Blayko	
[10/11/25 10:41PM] Player picked up item: Vote Mystery Box, id: 15501, amount: 1, owner: Blayko	
[10/11/25 10:41PM] Player picked up item: Antique lamp, id: 11137, amount: 10, owner: Blayko	
[10/11/25 10:41PM] Player picked up item: Special bones, id: 2026, amount: 25, owner: Blayko	
[10/11/25 10:41PM] Player picked up item: Reward Crate, id: 10025, amount: 2, owner: Blayko	
[10/11/25 10:41PM] Player picked up item: Global ticket, id: 23229, amount: 4, owner: Blayko	
[10/11/25 10:41PM] Player picked up item: Vote scroll, id: 23020, amount: 2, owner: Blayko	
[10/11/25 10:43PM] Player picked up item: Vote Mystery Box, id: 15501, amount: 1, owner: Blayko	
[10/11/25 10:43PM] Player picked up item: Global ticket, id: 23229, amount: 2, owner: Blayko	
[10/11/25 10:43PM] Player picked up item: Vote scroll, id: 23020, amount: 1, owner: Blayko	
[10/11/25 10:43PM] Player picked up item: Antique lamp, id: 11137, amount: 10, owner: Blayko	
[10/11/25 10:43PM] Player picked up item: Special bones, id: 2026, amount: 25, owner: Blayko	
[10/11/25 10:43PM] Player picked up item: Reward Crate, id: 10025, amount: 2, owner: Blayko	
[10/11/25 10:47PM] Player picked up item: Global ticket, id: 23229, amount: 3, owner: Blayko	
[10/11/25 10:47PM] Player picked up item: Ruby Mystery Box, id: 19114, amount: 3, owner: Blayko	
[10/11/25 10:47PM] Player picked up item: Antique lamp, id: 11137, amount: 10, owner: Blayko	
[10/11/25 10:47PM] Player picked up item: Levincia tokens, id: 12855, amount: 10802, owner: Blayko	
[10/11/25 10:48PM] Player picked up item: Celestial's Card Pack, id: 23278, amount: 1, owner: Blayko	
[10/11/25 10:49PM] Player picked up item: Global ticket, id: 23229, amount: 3, owner: Blayko	
[10/11/25 10:49PM] Player picked up item: Ruby Mystery Box, id: 19114, amount: 3, owner: Blayko	
[10/11/25 10:49PM] Player picked up item: Antique lamp, id: 11137, amount: 10, owner: Blayko	
[10/11/25 10:49PM] Player picked up item: Levincia tokens, id: 12855, amount: 10187, owner: Blayko	
[10/11/25 10:51PM] Player picked up item: Exclusive Casket, id: 15004, amount: 1, owner: Blayko	
[10/11/25 10:51PM] Player picked up item: Global ticket, id: 23229, amount: 3, owner: Blayko	
[10/11/25 10:51PM] Player picked up item: Ruby Mystery Box, id: 19114, amount: 3, owner: Blayko	
[10/11/25 10:51PM] Player picked up item: Antique lamp, id: 11137, amount: 10, owner: Blayko	
[10/11/25 10:51PM] Player picked up item: Levincia tokens, id: 12855, amount: 10811, owner: Blayko	
[10/12/25 08:22PM] Player picked up item: Omega egg, id: 10537, amount: 1, owner: Blayko	
[10/12/25 08:28PM] Player picked up item: Empty bucket, id: 3727, amount: 1, owner: Blayko	
[10/12/25 08:28PM] Player picked up item: Rancid flour, id: 7546, amount: 1, owner: Blayko	
[10/16/25 09:59PM] Player picked up item: Empty bucket, id: 3727, amount: 1, owner: Blayko	
[10/16/25 10:00PM] Player picked up item: Rancid flour, id: 7546, amount: 1, owner: Blayko	
