[10/18/25 08:02PM] Player picked up item: PVM ticket, id: 5022, amount: 14, owner: O	
[10/18/25 08:52PM] Player picked up item: Spider bones, id: 3284, amount: 1, owner: O	
[10/18/25 08:52PM] Player picked up item: PVM ticket, id: 5022, amount: 100, owner: O	
[10/18/25 08:52PM] Player picked up item: Spider bones, id: 3284, amount: 1, owner: O	
[10/18/25 08:53PM] Player picked up item: Spider bones, id: 3284, amount: 2, owner: O	
[10/18/25 08:54PM] Player picked up item: Levincia tokens, id: 12855, amount: 1000, owner: O	
[10/18/25 09:16PM] Player picked up item: PVM ticket, id: 5022, amount: 125, owner: O	
[10/18/25 09:16PM] Player picked up item: Levincia tokens, id: 12855, amount: 1250, owner: O	
[10/18/25 09:23PM] Player picked up item: Levincia tokens, id: 12855, amount: 1250, owner: O	
[10/18/25 09:23PM] Player picked up item: Levincia tokens, id: 12855, amount: 1250, owner: O	
[10/18/25 09:23PM] Player picked up item: PVM ticket, id: 5022, amount: 10, owner: O	
[10/18/25 09:23PM] Player picked up item: PvM Box (t2), id: 22214, amount: 1, owner: O	
