[10/7/25 04:52PM] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Yew logs, id: 1516, amount: 239, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Uncut dragonstone, id: 1632, amount: 37, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Amulet of glory, id: 1705, amount: 1, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Dragon bolts (e), id: 9244, amount: 31, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Fire rune, id: 554, amount: 1982, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Body rune, id: 559, amount: 1765, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Air rune, id: 556, amount: 1467, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Raw shark, id: 384, amount: 82, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Water rune, id: 555, amount: 1203, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Adamant knife, id: 867, amount: 264, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Adamantite ore, id: 450, amount: 16, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Coal, id: 454, amount: 148, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Uncut emerald, id: 1622, amount: 125, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Uncut sapphire, id: 1624, amount: 61, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Grimy marrentill, id: 202, amount: 297, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Grimy guam, id: 200, amount: 200, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Big bones, id: 533, amount: 135, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Dragon bones, id: 537, amount: 84, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Grimy irit, id: 210, amount: 60, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Grimy lantadyme, id: 2486, amount: 17, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Grimy snapdragon, id: 3052, amount: 9, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Grimy torstol, id: 220, amount: 6, owner: Justin	
[10/7/25 07:35PM] Player picked up item: Elite dragon bones, id: 18830, amount: 7, owner: Justin	
[10/9/25 02:13PM] Player picked up item: Ethereal case, id: 23412, amount: 1, owner: Justin	
