[10/5/25 07:29AM]  [ Hank ]  Gave item to Spoon. Name: Case key. Id: 4186, amount: 5	
[10/5/25 08:19AM]  [ Hank ]  Gave item to Spoon. Name: Elite staff. Id: 8412, amount: 1	
[10/5/25 08:19AM]  [ Spoon ]  Received item from Hank. Name: Elite staff. Id: 8412, amount: 1	
[10/5/25 01:42PM]  [ Hank ]  Gave item to History Hawk. Name: Collector Necklace III. Id: 18888, amount: 1	
[10/5/25 01:42PM]  [ Hank ]  Gave item to History Hawk. Name: Supreme Casket. Id: 23253, amount: 15	
[10/5/25 01:42PM]  [ History Hawk ]  Received item from Hank. Name: Collector Necklace III. Id: 18888, amount: 1	
[10/5/25 01:42PM]  [ History Hawk ]  Received item from Hank. Name: Supreme Casket. Id: 23253, amount: 15	
[10/6/25 04:57AM]  [ Atz ]  Gave item to Hank. Name: Dragon bones. Id: 536, amount: 1	
[10/6/25 04:57AM]  [ Atz ]  Received item from Hank. Name: Fortune Chest. Id: 23002, amount: 5	
[10/6/25 04:57AM]  [ Hank ]  Gave item to Atz. Name: Fortune Chest. Id: 23002, amount: 5	
[10/6/25 04:57AM]  [ Hank ]  Received item from Atz. Name: Dragon bones. Id: 536, amount: 1	
[10/6/25 05:00AM]  [ Hank ]  Gave item to Atz. Name: Elite Casket. Id: 15002, amount: 5	
[10/6/25 05:00AM]  [ Hank ]  Gave item to Atz. Name: Avalon's Card Pack. Id: 23279, amount: 1	
[10/6/25 05:00AM]  [ Atz ]  Received item from Hank. Name: Elite Casket. Id: 15002, amount: 5	
[10/6/25 05:00AM]  [ Atz ]  Received item from Hank. Name: Avalon's Card Pack. Id: 23279, amount: 1	
[10/6/25 05:28AM]  [ Hank ]  Gave item to Atz. Name: Instance Tokens. Id: 4278, amount: 300	
[10/6/25 05:28AM]  [ Atz ]  Received item from Hank. Name: Instance Tokens. Id: 4278, amount: 300	
[10/6/25 07:41PM]  [ Vibes ]  Received item from Hank. Name: Collector Necklace III. Id: 18888, amount: 1	
[10/6/25 07:41PM]  [ Vibes ]  Received item from Hank. Name: Starter platelegs. Id: 1067, amount: 1	
[10/6/25 07:41PM]  [ Vibes ]  Received item from Hank. Name: Starter platebody. Id: 1115, amount: 1	
[10/6/25 07:41PM]  [ Vibes ]  Received item from Hank. Name: Starter staff. Id: 16995, amount: 1	
[10/6/25 07:41PM]  [ Vibes ]  Received item from Hank. Name: Starter helm. Id: 1153, amount: 1	
[10/6/25 07:41PM]  [ Hank ]  Gave item to Vibes. Name: Collector Necklace III. Id: 18888, amount: 1	
[10/6/25 07:41PM]  [ Hank ]  Gave item to Vibes. Name: Starter platelegs. Id: 1067, amount: 1	
[10/6/25 07:41PM]  [ Hank ]  Gave item to Vibes. Name: Starter platebody. Id: 1115, amount: 1	
[10/6/25 07:41PM]  [ Hank ]  Gave item to Vibes. Name: Starter staff. Id: 16995, amount: 1	
[10/6/25 07:41PM]  [ Hank ]  Gave item to Vibes. Name: Starter helm. Id: 1153, amount: 1	
[10/6/25 07:42PM]  [ Vibes ]  Received item from Hank. Name: Elite staff. Id: 8412, amount: 1	
[10/6/25 07:42PM]  [ Vibes ]  Received item from Hank. Name: Elite Crossbow (aoe). Id: 8411, amount: 1	
[10/6/25 07:42PM]  [ Vibes ]  Received item from Hank. Name: Elite Sword (aoe). Id: 8410, amount: 1	
[10/6/25 07:42PM]  [ Vibes ]  Received item from Hank. Name: Vote scroll. Id: 23020, amount: 5	
[10/6/25 07:42PM]  [ Vibes ]  Received item from Hank. Name: Fortune Chest. Id: 23002, amount: 5	
[10/6/25 07:42PM]  [ Hank ]  Gave item to Vibes. Name: Elite staff. Id: 8412, amount: 1	
[10/6/25 07:42PM]  [ Hank ]  Gave item to Vibes. Name: Elite Crossbow (aoe). Id: 8411, amount: 1	
[10/6/25 07:42PM]  [ Hank ]  Gave item to Vibes. Name: Elite Sword (aoe). Id: 8410, amount: 1	
[10/6/25 07:42PM]  [ Hank ]  Gave item to Vibes. Name: Vote scroll. Id: 23020, amount: 5	
[10/6/25 07:42PM]  [ Hank ]  Gave item to Vibes. Name: Fortune Chest. Id: 23002, amount: 5	
[10/6/25 07:51PM]  [ Hank ]  Gave item to You. Name: Enraged sword (AoE). Id: 3737, amount: 1	
[10/6/25 07:51PM]  [ Hank ]  Gave item to You. Name: Herbal AoE bow. Id: 3738, amount: 1	
[10/6/25 07:51PM]  [ Hank ]  Gave item to You. Name: Elemental staff (AoE). Id: 3739, amount: 1	
[10/6/25 07:51PM]  [ Hank ]  Gave item to You. Name: Collectors necklace. Id: 23087, amount: 1	
[10/6/25 07:51PM]  [ You ]  Received item from Hank. Name: Enraged sword (AoE). Id: 3737, amount: 1	
[10/6/25 07:51PM]  [ You ]  Received item from Hank. Name: Herbal AoE bow. Id: 3738, amount: 1	
[10/6/25 07:51PM]  [ You ]  Received item from Hank. Name: Elemental staff (AoE). Id: 3739, amount: 1	
[10/6/25 07:51PM]  [ You ]  Received item from Hank. Name: Collectors necklace. Id: 23087, amount: 1	
[10/6/25 08:02PM]  [ Hank ]  Gave item to Vibes. Name: Collector necklace II. Id: 19888, amount: 1	
[10/6/25 08:02PM]  [ Hank ]  Gave item to Vibes. Name: Elite staff. Id: 8412, amount: 1	
[10/6/25 08:02PM]  [ Hank ]  Gave item to Vibes. Name: Fortune Chest. Id: 23002, amount: 5	
[10/6/25 08:02PM]  [ Vibes ]  Received item from Hank. Name: Collector necklace II. Id: 19888, amount: 1	
[10/6/25 08:02PM]  [ Vibes ]  Received item from Hank. Name: Elite staff. Id: 8412, amount: 1	
[10/6/25 08:02PM]  [ Vibes ]  Received item from Hank. Name: Fortune Chest. Id: 23002, amount: 5	
[10/6/25 08:02PM]  [ Hank ]  Gave item to You. Name: Collector necklace II. Id: 19888, amount: 1	
[10/6/25 08:02PM]  [ Hank ]  Gave item to You. Name: Elite staff. Id: 8412, amount: 1	
[10/6/25 08:02PM]  [ Hank ]  Gave item to You. Name: Fortune Chest. Id: 23002, amount: 5	
[10/6/25 08:02PM]  [ You ]  Received item from Hank. Name: Collector necklace II. Id: 19888, amount: 1	
[10/6/25 08:02PM]  [ You ]  Received item from Hank. Name: Elite staff. Id: 8412, amount: 1	
[10/6/25 08:02PM]  [ You ]  Received item from Hank. Name: Fortune Chest. Id: 23002, amount: 5	
[10/6/25 08:04PM]  [ Hank ]  Gave item to You. Name: Vote scroll. Id: 23020, amount: 5	
[10/6/25 08:04PM]  [ You ]  Received item from Hank. Name: Vote scroll. Id: 23020, amount: 5	
[10/6/25 08:06PM]  [ Hank ]  Gave item to Vibes. Name: Fortune Chest. Id: 23002, amount: 1	
[10/6/25 08:06PM]  [ Hank ]  Received item from Vibes. Name: Deity Boots. Id: 18881, amount: 1	
[10/6/25 08:06PM]  [ Vibes ]  Gave item to Hank. Name: Deity Boots. Id: 18881, amount: 1	
[10/6/25 08:06PM]  [ Vibes ]  Received item from Hank. Name: Fortune Chest. Id: 23002, amount: 1	
[10/6/25 09:03PM]  [ Hank ]  Gave item to Vibes. Name: Case key. Id: 4186, amount: 2	
[10/6/25 09:03PM]  [ Vibes ]  Received item from Hank. Name: Case key. Id: 4186, amount: 2	
[10/6/25 09:03PM]  [ Hank ]  Gave item to Vibes. Name: Case key. Id: 4186, amount: 10	
[10/6/25 09:03PM]  [ Vibes ]  Received item from Hank. Name: Case key. Id: 4186, amount: 10	
[10/7/25 12:35AM]  [ Deli Afk ]  Received item from Delicious. Name: Iron hatchet. Id: 1349, amount: 1	
[10/7/25 12:35AM]  [ Deli Afk ]  Received item from Delicious. Name: Dragon hatchet. Id: 6739, amount: 1	
[10/7/25 12:35AM]  [ Delicious ]  Gave item to Deli Afk. Name: Iron hatchet. Id: 1349, amount: 1	
[10/7/25 12:35AM]  [ Delicious ]  Gave item to Deli Afk. Name: Dragon hatchet. Id: 6739, amount: 1	
[10/7/25 12:36AM]  [ Delicious ]  Gave item to Deli Afk. Name: Dragon pickaxe. Id: 15259, amount: 1	
[10/7/25 12:36AM]  [ Delicious ]  Gave item to Deli Afk. Name: Iron pickaxe. Id: 1267, amount: 1	
[10/7/25 12:36AM]  [ Deli Afk ]  Received item from Delicious. Name: Dragon pickaxe. Id: 15259, amount: 1	
[10/7/25 12:36AM]  [ Deli Afk ]  Received item from Delicious. Name: Iron pickaxe. Id: 1267, amount: 1	
[10/7/25 01:00AM]  [ Ghijf ]  Received item from Afk Gh. Name: Levincia tokens. Id: 12855, amount: 803	
[10/7/25 01:00AM]  [ Ghijf ]  Received item from Afk Gh. Name: PVM ticket. Id: 5022, amount: 636	
[10/7/25 01:00AM]  [ Ghijf ]  Received item from Afk Gh. Name: AFK ticket. Id: 5020, amount: 492	
[10/7/25 01:00AM]  [ Afk Gh ]  Gave item to Ghijf. Name: Levincia tokens. Id: 12855, amount: 803	
[10/7/25 01:00AM]  [ Afk Gh ]  Gave item to Ghijf. Name: PVM ticket. Id: 5022, amount: 636	
[10/7/25 01:00AM]  [ Afk Gh ]  Gave item to Ghijf. Name: AFK ticket. Id: 5020, amount: 492	
[10/7/25 01:17AM]  [ Afk Gh ]  Gave item to Ghijf. Name: AFK ticket. Id: 5020, amount: 262	
[10/7/25 01:17AM]  [ Afk Gh ]  Gave item to Ghijf. Name: Shikruu platebody. Id: 8801, amount: 1	
[10/7/25 01:17AM]  [ Afk Gh ]  Gave item to Ghijf. Name: PVM ticket. Id: 5022, amount: 265	
[10/7/25 01:17AM]  [ Afk Gh ]  Gave item to Ghijf. Name: Levincia tokens. Id: 12855, amount: 321	
[10/7/25 01:17AM]  [ Afk Gh ]  Gave item to Ghijf. Name: Loot box. Id: 290, amount: 2	
[10/7/25 01:17AM]  [ Afk Gh ]  Gave item to Ghijf. Name: Dragon pickaxe. Id: 15259, amount: 1	
[10/7/25 01:17AM]  [ Afk Gh ]  Gave item to Ghijf. Name: Dragon med helm. Id: 1149, amount: 1	
[10/7/25 01:17AM]  [ Afk Gh ]  Gave item to Ghijf. Name: Dragon mace. Id: 1434, amount: 1	
[10/7/25 01:17AM]  [ Afk Gh ]  Gave item to Ghijf. Name: Dragon 2h sword. Id: 7158, amount: 1	
[10/7/25 01:17AM]  [ Afk Gh ]  Gave item to Ghijf. Name: Ring of slaying (8). Id: 13281, amount: 1	
[10/7/25 01:17AM]  [ Ghijf ]  Received item from Afk Gh. Name: AFK ticket. Id: 5020, amount: 262	
[10/7/25 01:17AM]  [ Ghijf ]  Received item from Afk Gh. Name: Shikruu platebody. Id: 8801, amount: 1	
[10/7/25 01:17AM]  [ Ghijf ]  Received item from Afk Gh. Name: PVM ticket. Id: 5022, amount: 265	
[10/7/25 01:17AM]  [ Ghijf ]  Received item from Afk Gh. Name: Levincia tokens. Id: 12855, amount: 321	
[10/7/25 01:17AM]  [ Ghijf ]  Received item from Afk Gh. Name: Loot box. Id: 290, amount: 2	
[10/7/25 01:17AM]  [ Ghijf ]  Received item from Afk Gh. Name: Dragon pickaxe. Id: 15259, amount: 1	
[10/7/25 01:17AM]  [ Ghijf ]  Received item from Afk Gh. Name: Dragon med helm. Id: 1149, amount: 1	
[10/7/25 01:17AM]  [ Ghijf ]  Received item from Afk Gh. Name: Dragon mace. Id: 1434, amount: 1	
[10/7/25 01:17AM]  [ Ghijf ]  Received item from Afk Gh. Name: Dragon 2h sword. Id: 7158, amount: 1	
[10/7/25 01:17AM]  [ Ghijf ]  Received item from Afk Gh. Name: Ring of slaying (8). Id: 13281, amount: 1	
[10/7/25 07:40AM]  [ Delicious ]  Received item from Deli Afk. Name: Vote scroll. Id: 23020, amount: 5	
[10/7/25 07:40AM]  [ Delicious ]  Received item from Deli Afk. Name: Fortune Chest. Id: 23002, amount: 5	
[10/7/25 07:40AM]  [ Delicious ]  Received item from Deli Afk. Name: Sapphire mystery box. Id: 19116, amount: 2	
[10/7/25 07:40AM]  [ Delicious ]  Received item from Deli Afk. Name: Levincia tokens. Id: 12855, amount: 8640	
[10/7/25 07:40AM]  [ Delicious ]  Received item from Deli Afk. Name: PVM ticket. Id: 5022, amount: 6945	
[10/7/25 07:40AM]  [ Delicious ]  Received item from Deli Afk. Name: Quill's Card Pack. Id: 23277, amount: 3	
[10/7/25 07:40AM]  [ Delicious ]  Received item from Deli Afk. Name: PvM Box. Id: 7956, amount: 6	
[10/7/25 07:40AM]  [ Delicious ]  Received item from Deli Afk. Name: Beginner Mystery box. Id: 6199, amount: 8	
[10/7/25 07:40AM]  [ Deli Afk ]  Gave item to Delicious. Name: Vote scroll. Id: 23020, amount: 5	
[10/7/25 07:40AM]  [ Deli Afk ]  Gave item to Delicious. Name: Fortune Chest. Id: 23002, amount: 5	
[10/7/25 07:40AM]  [ Deli Afk ]  Gave item to Delicious. Name: Sapphire mystery box. Id: 19116, amount: 2	
[10/7/25 07:40AM]  [ Deli Afk ]  Gave item to Delicious. Name: Levincia tokens. Id: 12855, amount: 8640	
[10/7/25 07:40AM]  [ Deli Afk ]  Gave item to Delicious. Name: PVM ticket. Id: 5022, amount: 6945	
[10/7/25 07:40AM]  [ Deli Afk ]  Gave item to Delicious. Name: Quill's Card Pack. Id: 23277, amount: 3	
[10/7/25 07:40AM]  [ Deli Afk ]  Gave item to Delicious. Name: PvM Box. Id: 7956, amount: 6	
[10/7/25 07:40AM]  [ Deli Afk ]  Gave item to Delicious. Name: Beginner Mystery box. Id: 6199, amount: 8	
[10/7/25 08:09AM]  [ History Hawk ]  Gave item to Gudekompleks. Name: Elite staff. Id: 8412, amount: 1	
[10/7/25 08:09AM]  [ Gudekompleks ]  Received item from History Hawk. Name: Elite staff. Id: 8412, amount: 1	
[10/7/25 10:22AM]  [ Run ]  Received item from Hank. Name: Infinity Slayer Ring. Id: 18819, amount: 1	
[10/7/25 10:22AM]  [ Hank ]  Gave item to Run. Name: Infinity Slayer Ring. Id: 18819, amount: 1	
[10/7/25 11:34AM]  [ Run ]  Received item from Delicious. Name: Ruby Mystery Box. Id: 19114, amount: 10	
[10/7/25 11:34AM]  [ Delicious ]  Gave item to Run. Name: Ruby Mystery Box. Id: 19114, amount: 10	
[10/7/25 01:57PM]  [ Afk Gh ]  Gave item to Ghijf. Name: AFK ticket. Id: 5020, amount: 187	
[10/7/25 01:57PM]  [ Afk Gh ]  Gave item to Ghijf. Name: Levincia tokens. Id: 12855, amount: 339	
[10/7/25 01:57PM]  [ Afk Gh ]  Gave item to Ghijf. Name: Vote scroll. Id: 23020, amount: 5	
[10/7/25 01:57PM]  [ Afk Gh ]  Gave item to Ghijf. Name: Supreme Casket. Id: 23253, amount: 2	
[10/7/25 01:57PM]  [ Afk Gh ]  Gave item to Ghijf. Name: PVM ticket. Id: 5022, amount: 1282	
[10/7/25 01:57PM]  [ Afk Gh ]  Gave item to Ghijf. Name: 1k token. Id: 8851, amount: 5	
[10/7/25 01:57PM]  [ Afk Gh ]  Gave item to Ghijf. Name: Crystal key. Id: 989, amount: 2	
[10/7/25 01:57PM]  [ Ghijf ]  Received item from Afk Gh. Name: AFK ticket. Id: 5020, amount: 187	
[10/7/25 01:57PM]  [ Ghijf ]  Received item from Afk Gh. Name: Levincia tokens. Id: 12855, amount: 339	
[10/7/25 01:57PM]  [ Ghijf ]  Received item from Afk Gh. Name: Vote scroll. Id: 23020, amount: 5	
[10/7/25 01:57PM]  [ Ghijf ]  Received item from Afk Gh. Name: Supreme Casket. Id: 23253, amount: 2	
[10/7/25 01:57PM]  [ Ghijf ]  Received item from Afk Gh. Name: PVM ticket. Id: 5022, amount: 1282	
[10/7/25 01:57PM]  [ Ghijf ]  Received item from Afk Gh. Name: 1k token. Id: 8851, amount: 5	
[10/7/25 01:57PM]  [ Ghijf ]  Received item from Afk Gh. Name: Crystal key. Id: 989, amount: 2	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Divine spirit shield. Id: 13740, amount: 1	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Divine spirit shield. Id: 13740, amount: 1	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Divine spirit shield. Id: 13740, amount: 1	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Instance Tokens. Id: 4278, amount: 3	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Shikruu full helm. Id: 8800, amount: 1	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Levincia tokens. Id: 12855, amount: 25510	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Upgrade Token pack (100k). Id: 15288, amount: 1	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Zara Xp Lamp. Id: 3907, amount: 1	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Brutal staff. Id: 6936, amount: 1	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Crystal key. Id: 989, amount: 58	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Beginner Mystery box. Id: 6199, amount: 14	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Tornado Katana. Id: 14018, amount: 1	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: PvM Box. Id: 7956, amount: 2	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Legendary helm. Id: 17638, amount: 1	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Diabolical platelegs. Id: 8862, amount: 1	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: PVM ticket. Id: 5022, amount: 50455	
[10/7/25 02:39PM]  [ Gummi ]  Gave item to Juggy. Name: Death rune. Id: 560, amount: 246	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Divine spirit shield. Id: 13740, amount: 1	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Divine spirit shield. Id: 13740, amount: 1	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Divine spirit shield. Id: 13740, amount: 1	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Instance Tokens. Id: 4278, amount: 3	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Shikruu full helm. Id: 8800, amount: 1	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Levincia tokens. Id: 12855, amount: 25510	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Upgrade Token pack (100k). Id: 15288, amount: 1	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Zara Xp Lamp. Id: 3907, amount: 1	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Brutal staff. Id: 6936, amount: 1	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Crystal key. Id: 989, amount: 58	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Beginner Mystery box. Id: 6199, amount: 14	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Tornado Katana. Id: 14018, amount: 1	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: PvM Box. Id: 7956, amount: 2	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Legendary helm. Id: 17638, amount: 1	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Diabolical platelegs. Id: 8862, amount: 1	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: PVM ticket. Id: 5022, amount: 50455	
[10/7/25 02:39PM]  [ Juggy ]  Received item from Gummi. Name: Death rune. Id: 560, amount: 246	
[10/7/25 03:00PM]  [ Justin ]  Received item from Hank. Name: Emerald mystery box. Id: 19115, amount: 400	
[10/7/25 03:00PM]  [ Justin ]  Received item from Hank. Name: PvM Box. Id: 7956, amount: 20000	
[10/7/25 03:00PM]  [ Justin ]  Received item from Hank. Name: Fortune Chest. Id: 23002, amount: 7	
[10/7/25 03:00PM]  [ Hank ]  Gave item to Justin. Name: Emerald mystery box. Id: 19115, amount: 400	
[10/7/25 03:00PM]  [ Hank ]  Gave item to Justin. Name: PvM Box. Id: 7956, amount: 20000	
[10/7/25 03:00PM]  [ Hank ]  Gave item to Justin. Name: Fortune Chest. Id: 23002, amount: 7	
[10/7/25 03:01PM]  [ Justin ]  Received item from Hank. Name: Avalon's Card Pack. Id: 23279, amount: 1	
[10/7/25 03:01PM]  [ Justin ]  Received item from Hank. Name: $100 Bond. Id: 10943, amount: 1	
[10/7/25 03:01PM]  [ Hank ]  Gave item to Justin. Name: Avalon's Card Pack. Id: 23279, amount: 1	
[10/7/25 03:01PM]  [ Hank ]  Gave item to Justin. Name: $100 Bond. Id: 10943, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Shikruu full helm. Id: 8800, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Levincia tokens. Id: 12855, amount: 302577	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: PVM ticket. Id: 5022, amount: 111740	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Donator Aura. Id: 12630, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Maxiblood whip. Id: 18750, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Collector necklace. Id: 19886, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Melee platelegs (T5). Id: 8328, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Art's boots. Id: 8334, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Art's amulet. Id: 19892, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Trinity hammers. Id: 22084, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Joyxox sword. Id: 17708, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Titan staff. Id: 17600, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Vote scroll. Id: 23020, amount: 4	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Death rune. Id: 560, amount: 246	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Angels Flamethrower. Id: 17712, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Instance Tokens. Id: 4278, amount: 19	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Legendary body. Id: 17640, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Inferno Wings. Id: 12634, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Art's ring. Id: 8335, amount: 1	
[10/7/25 03:16PM]  [ Ghijf ]  Received item from Juggy. Name: Soul fragment. Id: 14639, amount: 366	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Shikruu full helm. Id: 8800, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Levincia tokens. Id: 12855, amount: 302577	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: PVM ticket. Id: 5022, amount: 111740	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Donator Aura. Id: 12630, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Maxiblood whip. Id: 18750, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Collector necklace. Id: 19886, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Melee platelegs (T5). Id: 8328, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Art's boots. Id: 8334, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Art's amulet. Id: 19892, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Trinity hammers. Id: 22084, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Joyxox sword. Id: 17708, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Titan staff. Id: 17600, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Vote scroll. Id: 23020, amount: 4	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Death rune. Id: 560, amount: 246	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Angels Flamethrower. Id: 17712, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Instance Tokens. Id: 4278, amount: 19	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Legendary body. Id: 17640, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Inferno Wings. Id: 12634, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Art's ring. Id: 8335, amount: 1	
[10/7/25 03:16PM]  [ Juggy ]  Gave item to Ghijf. Name: Soul fragment. Id: 14639, amount: 366	
[10/7/25 03:22PM]  [ Ghijf ]  Received item from Juggy. Name: Raids Box. Id: 18404, amount: 7	
