[10/5/25 07:51AM]  [ History Hawk ] UPGRADED : Abyssal whip, id: 4151, amount: 1 --into-- Noxious tentacle, id: 18686, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Dark bow, id: 11235, amount: 1 --into-- Kree'arra crossbow, id: 18799, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Staff of light, id: 15486, amount: 1 --into-- Shetani staff, id: 5095, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/5/25 07:52AM]  [ History Hawk ] UPGRADED : Shetani staff, id: 5095, amount: 1 --into-- Brutal staff, id: 6936, amount: 1	
[10/5/25 07:53AM]  [ History Hawk ] UPGRADED : Noxious tentacle, id: 18686, amount: 1 --into-- Brutal tentacle, id: 22077, amount: 1	
[10/5/25 07:53AM]  [ History Hawk ] UPGRADED : Noxious tentacle, id: 18686, amount: 1 --into-- Brutal tentacle, id: 22077, amount: 1	
[10/5/25 07:53AM]  [ History Hawk ] UPGRADED : Noxious tentacle, id: 18686, amount: 1 --into-- Brutal tentacle, id: 22077, amount: 1	
[10/5/25 07:53AM]  [ History Hawk ] UPGRADED : Noxious tentacle, id: 18686, amount: 1 --into-- Brutal tentacle, id: 22077, amount: 1	
[10/5/25 07:53AM]  [ History Hawk ] UPGRADED : Noxious tentacle, id: 18686, amount: 1 --into-- Brutal tentacle, id: 22077, amount: 1	
[10/5/25 07:53AM]  [ History Hawk ] UPGRADED : Noxious tentacle, id: 18686, amount: 1 --into-- Brutal tentacle, id: 22077, amount: 1	
[10/5/25 07:53AM]  [ History Hawk ] UPGRADED : Brutal tentacle, id: 22077, amount: 1 --into-- Demonic scythe, id: 20549, amount: 1	
[10/5/25 07:53AM]  [ History Hawk ] UPGRADED : Brutal tentacle, id: 22077, amount: 1 --into-- Demonic scythe, id: 20549, amount: 1	
[10/6/25 04:53AM]  [ Hank ] UPGRADED : Sorrow bow, id: 20173, amount: 1 --into-- Blast bow, id: 22083, amount: 1	
[10/6/25 04:53AM]  [ Hank ] UPGRADED : Sorrow bow, id: 20173, amount: 1 --into-- Blast bow, id: 22083, amount: 1	
[10/6/25 04:53AM]  [ Hank ] UPGRADED : Sorrow bow, id: 20173, amount: 1 --into-- Blast bow, id: 22083, amount: 1	
[10/6/25 04:53AM]  [ Hank ] UPGRADED : Sorrow bow, id: 20173, amount: 1 --into-- Blast bow, id: 22083, amount: 1	
[10/6/25 04:53AM]  [ Hank ] UPGRADED : Sorrow bow, id: 20173, amount: 1 --into-- Blast bow, id: 22083, amount: 1	
[10/6/25 04:53AM]  [ Hank ] UPGRADED : Sorrow bow, id: 20173, amount: 1 --into-- Blast bow, id: 22083, amount: 1	
[10/6/25 04:53AM]  [ Hank ] UPGRADED : Sorrow bow, id: 20173, amount: 1 --into-- Blast bow, id: 22083, amount: 1	
[10/6/25 04:53AM]  [ Hank ] UPGRADED : Sorrow bow, id: 20173, amount: 1 --into-- Blast bow, id: 22083, amount: 1	
[10/6/25 04:53AM]  [ Hank ] UPGRADED : Sorrow bow, id: 20173, amount: 1 --into-- Blast bow, id: 22083, amount: 1	
[10/6/25 04:53AM]  [ Atz ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 04:53AM]  [ Atz ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 05:22AM]  [ Atz ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 05:22AM]  [ Atz ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 06:55AM]  [ Atz ] UPGRADED : Melee body (T5), id: 8327, amount: 1 --into-- Corrupt maxiblood platebody, id: 18752, amount: 1	
[10/6/25 06:55AM]  [ Atz ] UPGRADED : Melee body (T5), id: 8327, amount: 1 --into-- Corrupt maxiblood platebody, id: 18752, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 07:36AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 10:10AM]  [ Grand ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:21PM]  [ Vibes ] UPGRADED : PvM Box, id: 7956, amount: 1 --into-- PvM Box (t2), id: 22214, amount: 1	
[10/6/25 08:42PM]  [ Vibes ] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/6/25 08:42PM]  [ Vibes ] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/6/25 08:42PM]  [ Vibes ] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/6/25 08:42PM]  [ Vibes ] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/6/25 08:42PM]  [ Vibes ] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/6/25 08:42PM]  [ Vibes ] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/6/25 08:43PM]  [ Vibes ] UPGRADED : Blessed gloves, id: 3318, amount: 1 --into-- Boss gloves, id: 3905, amount: 1	
[10/6/25 08:43PM]  [ Vibes ] UPGRADED : Blessed gloves, id: 3318, amount: 1 --into-- Boss gloves, id: 3905, amount: 1	
[10/6/25 08:43PM]  [ Vibes ] UPGRADED : Blessed gloves, id: 3318, amount: 1 --into-- Boss gloves, id: 3905, amount: 1	
[10/6/25 08:43PM]  [ Vibes ] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/6/25 08:43PM]  [ Vibes ] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/6/25 08:43PM]  [ Vibes ] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/6/25 08:43PM]  [ Vibes ] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/6/25 08:43PM]  [ Vibes ] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai robe bottom, id: 14501, amount: 1 --into-- Shetani legs, id: 19138, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/6/25 08:47PM]  [ Vibes ] UPGRADED : Dagon'hai hat, id: 14499, amount: 1 --into-- Shetani helm, id: 19140, amount: 1	
[10/6/25 08:48PM]  [ Vibes ] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/6/25 08:48PM]  [ Vibes ] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/6/25 08:48PM]  [ Vibes ] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/6/25 08:48PM]  [ Vibes ] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/6/25 08:48PM]  [ Vibes ] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/6/25 08:48PM]  [ Vibes ] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/6/25 08:48PM]  [ Vibes ] UPGRADED : Dagon'hai robe top, id: 14497, amount: 1 --into-- Shetani body, id: 19139, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani helm, id: 19140, amount: 1 --into-- Virtus mask, id: 6933, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani body, id: 19139, amount: 1 --into-- Virtus robe top, id: 6934, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani legs, id: 19138, amount: 1 --into-- Virtus robe legs, id: 6935, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani legs, id: 19138, amount: 1 --into-- Virtus robe legs, id: 6935, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani legs, id: 19138, amount: 1 --into-- Virtus robe legs, id: 6935, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani legs, id: 19138, amount: 1 --into-- Virtus robe legs, id: 6935, amount: 1	
[10/6/25 08:49PM]  [ Vibes ] UPGRADED : Shetani legs, id: 19138, amount: 1 --into-- Virtus robe legs, id: 6935, amount: 1	
[10/6/25 08:50PM]  [ Vibes ] UPGRADED : Virtus mask, id: 6933, amount: 1 --into-- Ganopurp mask, id: 8806, amount: 1	
[10/6/25 08:50PM]  [ Vibes ] UPGRADED : Virtus mask, id: 6933, amount: 1 --into-- Ganopurp mask, id: 8806, amount: 1	
[10/6/25 08:50PM]  [ Vibes ] UPGRADED : Virtus mask, id: 6933, amount: 1 --into-- Ganopurp mask, id: 8806, amount: 1	
[10/6/25 08:50PM]  [ Vibes ] UPGRADED : Virtus mask, id: 6933, amount: 1 --into-- Ganopurp mask, id: 8806, amount: 1	
[10/6/25 08:50PM]  [ Vibes ] UPGRADED : Virtus mask, id: 6933, amount: 1 --into-- Ganopurp mask, id: 8806, amount: 1	
[10/6/25 08:50PM]  [ Vibes ] UPGRADED : Virtus robe top, id: 6934, amount: 1 --into-- Ganopurp robe top, id: 8807, amount: 1	
[10/6/25 08:50PM]  [ Vibes ] UPGRADED : Virtus robe top, id: 6934, amount: 1 --into-- Ganopurp robe top, id: 8807, amount: 1	
[10/6/25 08:50PM]  [ Vibes ] UPGRADED : Virtus robe legs, id: 6935, amount: 1 --into-- Ganopurp robe legs, id: 8808, amount: 1	
[10/6/25 08:50PM]  [ Vibes ] UPGRADED : Virtus robe legs, id: 6935, amount: 1 --into-- Ganopurp robe legs, id: 8808, amount: 1	
