[7/14/25 04:14PM]  [ Test ] Player picked up item: Sapphire mystery box, id: 19116, amount: 1, owner: Test	
[10/5/25 12:16PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:16PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:16PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:16PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:17PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:17PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:17PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:17PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:18PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:18PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:18PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:18PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:19PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:19PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:19PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:19PM]  [ Test ] Player picked up item: Diminished Helmet, id: 10823, amount: 1, owner: PARTY CHEST	
[10/5/25 12:48PM]  [ Test ] Player picked up item: Sanguinesti Legends staff, id: 17011, amount: 1, owner: PARTY CHEST	
[10/5/25 12:48PM]  [ Test ] Player picked up item: Elite Sword (aoe), id: 8410, amount: 1, owner: PARTY CHEST	
[10/5/25 01:24PM]  [ Hank ] Player picked up item: Elite staff, id: 8412, amount: 1, owner: PARTY CHEST	
[10/5/25 01:25PM]  [ Hank ] Player picked up item: OP Box, id: 20488, amount: 1, owner: PARTY CHEST	
[10/5/25 01:25PM]  [ Hank ] Player picked up item: Elite Casket, id: 15002, amount: 1, owner: PARTY CHEST	
[10/5/25 01:28PM]  [ History Hawk ] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: PARTY CHEST	
[10/5/25 01:28PM]  [ History Hawk ] Player picked up item: Third-age platebody, id: 10348, amount: 1, owner: PARTY CHEST	
[10/5/25 01:28PM]  [ History Hawk ] Player picked up item: Dagon'hai robes set, id: 14525, amount: 1, owner: PARTY CHEST	
[10/5/25 01:29PM]  [ History Hawk ] Player picked up item: Collector's Attachment, id: 9084, amount: 1, owner: PARTY CHEST	
[10/5/25 01:29PM]  [ History Hawk ] Player picked up item: Amulet of Gluttony, id: 6585, amount: 1, owner: PARTY CHEST	
[10/5/25 01:29PM]  [ History Hawk ] Player picked up item: Azure Casket, id: 15003, amount: 1, owner: PARTY CHEST	
[10/5/25 01:30PM]  [ History Hawk ] Player picked up item: Karil's crossbow, id: 4734, amount: 1, owner: PARTY CHEST	
[10/5/25 01:30PM]  [ History Hawk ] Player picked up item: Diminished Legs, id: 14436, amount: 1, owner: PARTY CHEST	
[10/5/25 01:30PM]  [ History Hawk ] Player picked up item: Upgrade Token pack (25k), id: 15289, amount: 1, owner: PARTY CHEST	
[10/5/25 01:31PM]  [ History Hawk ] Player picked up item: Launch casket, id: 20489, amount: 1, owner: PARTY CHEST	
[10/5/25 01:31PM]  [ History Hawk ] Player picked up item: Fortune Chest, id: 23002, amount: 1, owner: PARTY CHEST	
[10/5/25 01:32PM]  [ History Hawk ] Player picked up item: Sagittarian range set, id: 19582, amount: 1, owner: PARTY CHEST	
[10/5/25 01:32PM]  [ History Hawk ] Player picked up item: Deity Spirit shield, id: 19810, amount: 1, owner: PARTY CHEST	
[10/5/25 01:35PM]  [ History Hawk ] Player picked up item: Legends Scythe of Vitur, id: 12535, amount: 1, owner: PARTY CHEST	
[10/5/25 01:36PM]  [ History Hawk ] Player picked up item: Fallen Angel's wings, id: 22105, amount: 1, owner: PARTY CHEST	
[10/5/25 01:37PM]  [ History Hawk ] Player picked up item: Rage attachment, id: 9083, amount: 1, owner: PARTY CHEST	
[10/5/25 01:38PM]  [ History Hawk ] Player picked up item: Legends legs, id: 4686, amount: 1, owner: PARTY CHEST	
[10/5/25 03:20PM]  [ Spoon ] Player picked up item: Levincia tokens, id: 12855, amount: 100, owner: Spoon	
[10/5/25 05:06PM]  [ Test ] Player picked up item: Rage Cape, id: 20591, amount: 1, owner: PARTY CHEST	
[10/5/25 05:33PM]  [ History Hawk ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: History Hawk	
[10/6/25 05:05AM]  [ Atz ] Player picked up item: Brutal Minigun, id: 19136, amount: 1, owner: PARTY CHEST	
[10/6/25 05:06AM]  [ Atz ] Player picked up item: Sorrow chaps, id: 8805, amount: 1, owner: PARTY CHEST	
[10/6/25 05:10AM]  [ Atz ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Atz	
[10/6/25 05:18AM]  [ Atz ] Player picked up item: Range helm (T5), id: 8330, amount: 1, owner: PARTY CHEST	
[10/6/25 05:18AM]  [ Atz ] Player picked up item: Blast bow, id: 22083, amount: 1, owner: PARTY CHEST	
[10/6/25 05:18AM]  [ Atz ] Player picked up item: $50 Bond, id: 10935, amount: 1, owner: PARTY CHEST	
[10/6/25 05:19AM]  [ Atz ] Player picked up item: $25 Bond, id: 10934, amount: 1, owner: PARTY CHEST	
[10/6/25 05:19AM]  [ Atz ] Player picked up item: Collector Necklace III, id: 18888, amount: 1, owner: PARTY CHEST	
[10/6/25 05:19AM]  [ Atz ] Player picked up item: Elite Sword (aoe), id: 8410, amount: 1, owner: PARTY CHEST	
[10/6/25 05:24AM]  [ Grand ] Player picked up item: Instance Tokens, id: 4278, amount: 1, owner: Grand	
[10/6/25 05:43AM]  [ Grand ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Grand	
[10/6/25 05:47AM]  [ Hank ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Hank	
[10/6/25 05:48PM]  [ Spoon ] Player picked up item: PVM ticket, id: 5022, amount: 5, owner: Spoon	
[10/6/25 05:48PM]  [ Spoon ] Player picked up item: Levincia tokens, id: 12855, amount: 50, owner: Spoon	
[10/6/25 05:54PM]  [ Spoon ] Player picked up item: Elite dragon bones, id: 18830, amount: 2, owner: Spoon	
[10/6/25 07:46PM]  [ You ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: You	
[10/6/25 07:46PM]  [ You ] Player picked up item: Empty bucket, id: 3727, amount: 1, owner: You	
[10/6/25 07:48PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:48PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:48PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:50PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:50PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:51PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:51PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:51PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:51PM]  [ You ] Player picked up item: Beginner Mystery box, id: 6199, amount: 7, owner: You	
[10/6/25 07:51PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:51PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:52PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:52PM]  [ You ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: You	
[10/6/25 07:52PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:52PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:52PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:53PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:53PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM]  [ Vibes ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Vibes	
[10/6/25 07:54PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: Beginner Mystery box, id: 6199, amount: 7, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 2, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:56PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:57PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:57PM]  [ You ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: You	
[10/6/25 07:57PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 3, owner: You	
[10/6/25 07:57PM]  [ You ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 09:42PM]  [ Dox ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Dox	
[10/6/25 09:59PM]  [ Dox ] Player picked up item: Levincia tokens, id: 12855, amount: 1000, owner: Dox	
[10/7/25 12:24AM]  [ Ghijf ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Ghijf	
[10/7/25 12:25AM]  [ Ghijf ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Ghijf	
[10/7/25 12:52AM]  [ Delicious ] Player picked up item: Levincia tokens, id: 12855, amount: 141, owner: Delicious	
[10/7/25 01:16AM]  [ Afk Gh ] Player picked up item: OP Box, id: 20488, amount: 1, owner: Afk Gh	
[10/7/25 01:35AM]  [ Ezpz Ghijf ] Player picked up item: Starter bones, id: 23402, amount: 1, owner: Ezpz Ghijf	
[10/7/25 01:35AM]  [ Ezpz Ghijf ] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: Ezpz Ghijf	
[10/7/25 05:43AM]  [ Delicious ] Player picked up item: Sagittarian range set, id: 19582, amount: 2, owner: Delicious	
[10/7/25 05:44AM]  [ Delicious ] Player picked up item: 1M ticket, id: 5021, amount: 4, owner: Delicious	
[10/7/25 05:44AM]  [ Delicious ] Player picked up item: 1M ticket, id: 5021, amount: 4, owner: Delicious	
[10/7/25 06:27AM]  [ Delicious ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Delicious	
[10/7/25 06:39AM]  [ Delicious ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Delicious	
[10/7/25 07:07AM]  [ Gudekompleks ] Player picked up item: Divine spirit shield, id: 13741, amount: 2, owner: Gudekompleks	
[10/7/25 07:07AM]  [ Gudekompleks ] Player picked up item: Sorrow bow, id: 20173, amount: 1, owner: Gudekompleks	
[10/7/25 07:07AM]  [ Gudekompleks ] Player picked up item: Sorrow bow, id: 20173, amount: 1, owner: Gudekompleks	
[10/7/25 07:07AM]  [ Gudekompleks ] Player picked up item: Diabolical boots, id: 15830, amount: 1, owner: Gudekompleks	
[10/7/25 07:49AM]  [ Gudekompleks ] Player picked up item: Levincia tokens, id: 12855, amount: 90, owner: Gudekompleks	
[10/7/25 07:50AM]  [ Gudekompleks ] Player picked up item: Levincia tokens, id: 12855, amount: 56000, owner: Gudekompleks	
[10/7/25 07:50AM]  [ Gudekompleks ] Player picked up item: Levincia tokens, id: 12855, amount: 56000, owner: Gudekompleks	
[10/7/25 08:43AM]  [ Gudekompleks ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Gudekompleks	
[10/7/25 11:15AM]  [ Run ] Player picked up item: Starter bones, id: 23402, amount: 2, owner: Run	
[10/7/25 12:03PM]  [ Newn00b ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Newn00b	
[10/7/25 12:06PM]  [ Thecyb ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Thecyb	
[10/7/25 12:52PM]  [ You ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: You	
[10/7/25 12:56PM]  [ You ] Player picked up item: Rotten food, id: 2960, amount: 3, owner: You	
[10/7/25 01:01PM]  [ Ghijf ] Player picked up item: Rancid flour, id: 7546, amount: 1, owner: Ghijf	
[10/7/25 01:01PM]  [ Ghijf ] Player picked up item: Empty bucket, id: 3727, amount: 1, owner: Ghijf	
[10/7/25 01:02PM]  [ You ] Player picked up item: Iron nails, id: 4820, amount: 10, owner: You	
[10/7/25 01:02PM]  [ Gudekompleks ] Player picked up item: Rancid flour, id: 7546, amount: 1, owner: Gudekompleks	
[10/7/25 01:02PM]  [ You ] Player picked up item: Iron nails, id: 4820, amount: 10, owner: You	
[10/7/25 01:02PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 4, owner: You	
[10/7/25 01:06PM]  [ You ] Player picked up item: Enchanted Herb, id: 17510, amount: 1, owner: You	
[10/7/25 01:06PM]  [ You ] Player picked up item: Enchanted Herb, id: 17510, amount: 1, owner: You	
[10/7/25 01:07PM]  [ You ] Player picked up item: PVM ticket, id: 5022, amount: 30, owner: You	
[10/7/25 01:15PM]  [ Gudekompleks ] Player picked up item: Empty bucket, id: 3727, amount: 1, owner: Gudekompleks	
[10/7/25 01:21PM]  [ Gudekompleks ] Player picked up item: Rancid flour, id: 7546, amount: 1, owner: Gudekompleks	
[10/7/25 01:32PM]  [ Afk Gh ] Player picked up item: Global ticket, id: 23229, amount: 1, owner: Afk Gh	
[10/7/25 01:32PM]  [ Afk Gh ] Player picked up item: Levincia tokens, id: 12855, amount: 5000, owner: Afk Gh	
[10/7/25 01:32PM]  [ Afk Gh ] Player picked up item: PVM ticket, id: 5022, amount: 1000, owner: Afk Gh	
[10/7/25 01:32PM]  [ Hank ] Player picked up item: Global ticket, id: 23229, amount: 3, owner: Hank	
[10/7/25 01:32PM]  [ Hank ] Player picked up item: Levincia tokens, id: 12855, amount: 15000, owner: Hank	
[10/7/25 01:32PM]  [ Hank ] Player picked up item: PVM ticket, id: 5022, amount: 3000, owner: Hank	
[10/7/25 01:32PM]  [ Afk Gh ] Player picked up item: Crystal key, id: 989, amount: 2, owner: Afk Gh	
[10/7/25 01:32PM]  [ Hank ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Hank	
[10/7/25 02:10PM]  [ H8 ] Player picked up item: PVM ticket, id: 5022, amount: 14, owner: H8	
[10/7/25 02:10PM]  [ H8 ] Player picked up item: Crystal key, id: 989, amount: 14, owner: H8	
[10/7/25 02:10PM]  [ H8 ] Player picked up item: Starter bones, id: 23402, amount: 2, owner: H8	
[10/7/25 02:10PM]  [ H8 ] Player picked up item: PVM ticket, id: 5022, amount: 14, owner: H8	
[10/7/25 02:49PM]  [ H8 ] Player picked up item: PvM Box (t2), id: 22214, amount: 2, owner: H8	
[10/7/25 02:50PM]  [ H8 ] Player picked up item: PVM ticket, id: 5022, amount: 150, owner: H8	
[10/7/25 02:50PM]  [ H8 ] Player picked up item: PVM ticket, id: 5022, amount: 150, owner: H8	
[10/7/25 02:50PM]  [ H8 ] Player picked up item: PvM Box, id: 7956, amount: 2, owner: H8	
[10/7/25 02:54PM]  [ H8 ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: H8	
[10/7/25 02:58PM]  [ H8 ] Player picked up item: Chilling bones, id: 3283, amount: 2, owner: H8	
[10/7/25 02:58PM]  [ H8 ] Player picked up item: Crystal key, id: 989, amount: 2, owner: H8	
[10/7/25 02:59PM]  [ H8 ] Player picked up item: Chilling bones, id: 3283, amount: 2, owner: H8	
[10/7/25 02:59PM]  [ H8 ] Player picked up item: Chilling bones, id: 3283, amount: 2, owner: H8	
[10/7/25 04:40PM]  [ Rsps Vider ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Rsps Vider	
[10/7/25 04:52PM]  [ Justin ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Justin	
[10/7/25 04:55PM]  [ Justin ] Player picked up item: Rancid flour, id: 7546, amount: 1, owner: Justin	
[10/7/25 04:55PM]  [ Justin ] Player picked up item: Empty bucket, id: 3727, amount: 1, owner: Justin	
[10/7/25 05:39PM]  [ Justin ] Player picked up item: Knife, id: 946, amount: 1, owner: Justin	
[10/7/25 05:40PM]  [ Justin ] Player picked up item: Empty bucket, id: 3727, amount: 1, owner: Justin	
[10/7/25 05:40PM]  [ Justin ] Player picked up item: Rancid flour, id: 7546, amount: 1, owner: Justin	
[10/7/25 05:40PM]  [ Justin ] Player picked up item: Bowl, id: 1923, amount: 1, owner: Justin	
[10/7/25 05:55PM]  [ Grand ] Player picked up item: Levincia tokens, id: 12855, amount: 56000, owner: Grand	
[10/7/25 05:55PM]  [ Grand ] Player picked up item: Levincia tokens, id: 12855, amount: 112000, owner: Grand	
[10/7/25 05:55PM]  [ Grand ] Player picked up item: Levincia tokens, id: 12855, amount: 56000, owner: Grand	
[10/7/25 05:58PM]  [ Grand ] Player picked up item: Levincia tokens, id: 12855, amount: 168000, owner: Grand	
[10/7/25 06:16PM]  [ Justin ] Player picked up item: Omega egg, id: 10537, amount: 1, owner: Justin	
[10/7/25 06:20PM]  [ Grand ] Player picked up item: Levincia tokens, id: 12855, amount: 56000, owner: Grand	
[10/7/25 06:35PM]  [ Justin ] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: Justin	
[10/7/25 06:37PM]  [ Justin ] Player picked up item: Rotten food, id: 2960, amount: 1, owner: Justin	
[10/7/25 06:37PM]  [ Justin ] Player picked up item: Rotten food, id: 2960, amount: 1, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Nature rune, id: 561, amount: 1003, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Dragon arrow, id: 11212, amount: 126, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Raw swordfish, id: 372, amount: 775, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Cosmic rune, id: 564, amount: 886, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Law rune, id: 563, amount: 431, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Adamant arrow, id: 890, amount: 711, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Granite legs, id: 6809, amount: 1, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Blood rune, id: 565, amount: 110, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Runite bolts, id: 9144, amount: 164, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Magic logs, id: 1514, amount: 128, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Rune boots, id: 4132, amount: 2, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Amulet of glory, id: 1705, amount: 1, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Fire rune, id: 554, amount: 1547, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Dragon bolts (e), id: 9244, amount: 21, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Adamantite ore, id: 450, amount: 55, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Earth rune, id: 557, amount: 1076, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Rune knife, id: 868, amount: 100, owner: Justin	
[10/7/25 06:48PM]  [ Justin ] Player picked up item: Raw shark, id: 384, amount: 44, owner: Justin	
[10/7/25 06:49PM]  [ Justin ] Player picked up item: Uncut diamond, id: 1618, amount: 10, owner: Justin	
[10/7/25 06:49PM]  [ Justin ] Player picked up item: Cannonball, id: 2, amount: 156, owner: Justin	
[10/7/25 06:49PM]  [ Justin ] Player picked up item: Grimy marrentill, id: 202, amount: 143, owner: Justin	
[10/7/25 06:49PM]  [ Justin ] Player picked up item: Grimy harralander, id: 206, amount: 86, owner: Justin	
[10/7/25 06:49PM]  [ Justin ] Player picked up item: Grimy irit, id: 210, amount: 84, owner: Justin	
[10/7/25 06:49PM]  [ Justin ] Player picked up item: Grimy avantoe, id: 212, amount: 43, owner: Justin	
[10/7/25 06:49PM]  [ Justin ] Player picked up item: Grimy cadantine, id: 216, amount: 37, owner: Justin	
[10/7/25 06:49PM]  [ Justin ] Player picked up item: Grimy guam, id: 200, amount: 34, owner: Justin	
[10/7/25 06:49PM]  [ Justin ] Player picked up item: Grimy ranarr, id: 208, amount: 27, owner: Justin	
[10/7/25 06:49PM]  [ Justin ] Player picked up item: Grimy dwarf weed, id: 218, amount: 24, owner: Justin	
[10/7/25 06:49PM]  [ Justin ] Player picked up item: Grimy lantadyme, id: 2486, amount: 19, owner: Justin	
